"統計期","捷運站別","進站人次","出站人次","進站人次增減率[%]","出站人次增減率[%]"
"104年","龍山寺",10101561,9568356,3.14,3.51
"104年","西門",25600566,25996825,9.47,9.62
"104年","善導寺",7038409,7433989,-2.85,-2.22
"104年","忠孝新生BL",9142130,8847247,2.79,3.03
"104年","忠孝復興BL",15956657,15742717,-4.23,-3.42
"104年","忠孝敦化",13546131,14467127,-2.65,-4.39
"104年","國父紀念館",7645451,8407575,-7.94,-9.87
"104年","市政府",20718933,21006961,1.48,1.10
"104年","永春",6705338,6636153,-3.44,-2.83
"104年","後山埤",6064887,6108639,-12.67,-12.64
"104年","昆陽",4911556,5096387,-5.43,-6.02
"104年","南港",4067259,3805116,15.88,21.32
"104年","南港展覽館BL",4572729,5607927,-1.48,-1.26
"104年","象山",3599580,3224520,22.89,21.89
"104年","台北101/世貿",10552116,10706955,14.75,14.86
"104年","信義安和",5190734,5466718,16.81,15.95
"104年","大安R",2542641,2549965,17.85,25.78
"104年","大安森林公園",2736756,2688813,17.15,15.98
"104年","北門",2141669,2173041,641.84,626.73
"104年","中山G",1828723,1556412,673.66,742.02
"104年","松江南京G",1552041,1093380,569.94,584.77
"104年","南京復興G",6001190,6323122,670.61,698.70
"104年","台北小巨蛋",6559804,6863568,578.54,595.95
"104年","南京三民",6263555,6568518,593.87,604.59
"104年","松山",6789405,6499492,444.72,422.81
"104年","輔大",3753610,4023932,0.13,-0.10
"104年","新莊",3687844,3981735,9.64,9.93
"104年","頭前庄",1744543,1552628,-0.83,-4.51
"104年","先嗇宮",1342471,1275088,7.63,7.54
"104年","三重",1451725,1432600,13.92,16.63
"104年","菜寮",3072501,2944152,9.65,10.15
"104年","台北橋",2972860,3055519,9.97,9.91
"104年","大橋頭",4491432,3756860,9.32,8.25
"104年","民權西路O",3272327,2514796,1.15,2.96
"104年","中山國小",5439007,5452338,6.70,6.81
"104年","行天宮",8640620,9074712,4.08,2.75
"104年","松江南京O",9513509,10514826,-5.23,-3.66
"104年","忠孝新生O",2045804,2085492,1.95,3.14
"104年","東門",8151319,8357374,7.60,6.95
"104年","蘆洲",4110368,3795231,5.74,5.30
"104年","三民高中",4138453,4120666,4.71,4.90
"104年","徐匯中學",4089591,4212804,4.13,4.36
"104年","三和國中",4051236,3854639,6.25,6.64
"104年","三重國小",3977533,3955988,6.25,6.62
"104年","迴龍",2970811,2838810,13.72,13.12
"104年","丹鳳",2954484,2651221,11.53,12.85
"104年","大坪林Y",0,0,0,0
"104年","十四張",0,0,0,0
"104年","秀朗橋",0,0,0,0
"104年","景平",0,0,0,0
"104年","景安Y",0,0,0,0
"104年","中和",0,0,0,0
"104年","橋和",0,0,0,0
"104年","中原",0,0,0,0
"104年","板新",0,0,0,0
"104年","板橋Y",0,0,0,0
"104年","新埔民生",0,0,0,0
"104年","頭前庄Y",0,0,0,0
"104年","幸福",0,0,0,0
"104年","新北產業園區",0,0,0,0
"104年","一日票",41530,41530,11972.67,11972.67
"104年","團體票",472332,472332,13.29,13.29
"104年","其他",422664,422664,22.28,22.28
"105年","松山機場",2144107,2040165,4.48,5.08
"105年","中山國中",5323635,5189059,-0.31,0.02
"105年","南京復興BR",4787613,4981805,-1.08,-1.53
"105年","忠孝復興BR",2198973,2623695,-1.91,-3.09
"105年","大安BR",5117396,5140820,5.21,3.80
"105年","科技大樓",5090994,4971276,1.61,1.05
"105年","六張犁",3949387,3854968,1.45,1.16
"105年","麟光",1503463,1392700,3.32,3.38
"105年","辛亥",1090304,1012334,-2.31,-2.32
"105年","萬芳醫院",4775981,4957557,0.85,0.42
"105年","萬芳社區",842823,694866,1.88,2.30
"105年","木柵",1462859,1454413,-2.22,-0.94
"105年","動物園",2893273,2967937,-2.50,-2.51
"105年","大直",3273014,3325112,1.08,0.77
"105年","劍南路",4095526,4161204,3.10,3.53
"105年","西湖",5011158,5243411,3.94,3.84
"105年","港墘",4640970,4644651,2.43,2.93
"105年","文德",1887975,1820030,1.68,0.95
"105年","內湖",2888731,2816544,2.13,1.64
"105年","大湖公園",1239429,1203526,2.06,2.40
"105年","葫洲",2760422,2742347,1.30,1.67
"105年","東湖",2811702,2855424,0.18,-0.17
"105年","南港軟體園區",1448211,1370876,20.63,18.88
"105年","南港展覽館BR",5513398,4086772,-3.75,-1.29
"105年","小碧潭",821627,858264,3.73,2.84
"105年","新店",4426834,3966201,2.42,2.63
"105年","新店區公所",3873068,4023238,-0.20,-0.28
"105年","七張",5706159,5495609,4.14,4.63
"105年","大坪林",7140332,6941559,2.36,2.16
"105年","景美",5724649,5725412,2.63,2.86
"105年","萬隆",3389078,3193177,3.30,3.15
"105年","公館",10895782,10658225,1.33,1.66
"105年","台電大樓",6819029,6846520,-0.12,-0.79
"105年","古亭",11215085,11189953,0.19,0.56
"105年","中正紀念堂",10617993,10595155,6.75,6.92
"105年","小南門",2824867,2943727,13.30,12.01
"105年","頂溪",12462648,12763987,3.13,2.96
"105年","永安市場",9209997,9308142,2.67,3.58
"105年","景安",8833340,8554386,-0.02,-0.56
"105年","南勢角",7508684,7305679,3.27,3.20
"105年","台大醫院",7752364,8225597,2.42,2.44
"105年","台北車站BL",27312703,24391800,1.17,0.46
"105年","台北車站R",30093426,33165823,2.00,2.80
"105年","中山R",11547856,12230974,2.88,3.02
"105年","雙連",7543821,8067148,0.36,0.20
"105年","民權西路R",5130759,5407082,-3.20,-3.08
"105年","圓山",9959000,10019617,2.76,4.10
"105年","劍潭",13303230,12828719,-0.95,-1.18
"105年","士林",10401476,10548542,-0.53,-0.78
"105年","芝山",8214213,8335098,-1.16,-1.36
"105年","明德",4324432,4134610,0.27,0.47
"105年","石牌",10370590,10745855,0.52,0.13
"105年","唭哩岸",2665474,2477910,0.32,0.72
"105年","奇岩",3158244,2684194,6.40,9.83
"105年","北投",5980473,6451337,-0.27,0.24
"105年","新北投",2830397,2681895,9.13,8.59
"105年","復興崗",1222066,1192407,-1.99,-2.52
"105年","忠義",924093,969569,0.81,0.08
"105年","關渡",4222180,4345863,1.13,0.54
"105年","竹圍",3370109,3451464,-0.81,-1.08
"105年","紅樹林",2516806,2418640,-5.14,-5.90
"105年","淡水",14582090,14212091,-0.21,-0.18
"105年","頂埔",2512888,2359731,130.91,129.51
"105年","永寧",4066101,4240136,-16.94,-14.89
"105年","土城",2462604,2406132,2.09,1.29
"105年","海山",7191607,7243810,3.17,3.68
"105年","亞東醫院",7057012,6350666,6.07,7.04
"105年","府中",10354569,9926917,2.59,2.05
"105年","板橋",14188705,15103489,4.91,4.66
"105年","新埔",14528769,13420095,0.76,1.18
"105年","江子翠",8795505,8907183,3.21,3.60
"105年","龍山寺",10460324,9940673,3.55,3.89
"105年","西門",26176631,26585416,2.25,2.26
"105年","善導寺",7257756,7576897,3.12,1.92
"105年","忠孝新生BL",10005935,9788225,9.45,10.64
"105年","忠孝復興BL",16158382,15958722,1.26,1.37
"105年","忠孝敦化",13733923,14548624,1.39,0.56
"105年","國父紀念館",7590389,8263047,-0.72,-1.72
"105年","市政府",21250212,21558162,2.56,2.62
"105年","永春",6781605,6729523,1.14,1.41
"105年","後山埤",5923823,5932664,-2.33,-2.88
"105年","昆陽",4781106,4997701,-2.66,-1.94
"105年","南港",5011411,4837139,23.21,27.12
"105年","南港展覽館BL",4636026,5488041,1.38,-2.14
"105年","象山",3851110,3456473,6.99,7.19
"105年","台北101/世貿",11276099,11476754,6.86,7.19
"105年","信義安和",5573175,5875759,7.37,7.48
"105年","大安R",2761832,2827532,8.62,10.89
"105年","大安森林公園",2965609,2882999,8.36,7.22
"105年","北門",2721554,2772837,27.08,27.60
"105年","中山G",2157312,1877940,17.97,20.66
"105年","松江南京G",1771177,1252286,14.12,14.53
"105年","南京復興G",6944872,7313260,15.72,15.66
"105年","台北小巨蛋",7261830,7631299,10.70,11.19
"105年","南京三民",7081581,7446539,13.06,13.37
"105年","松山",7730149,7392997,13.86,13.75
"105年","輔大",3776877,4015231,0.62,-0.22
"105年","新莊",3785785,4105744,2.66,3.11
"105年","頭前庄",1795640,1571903,2.93,1.24
"105年","先嗇宮",1416178,1348278,5.49,5.74
"105年","三重",1597865,1595068,10.07,11.34
"105年","菜寮",3323511,3207697,8.17,8.95
"105年","台北橋",3242229,3317419,9.06,8.57
"105年","大橋頭",4715807,3944807,5.00,5.00
"105年","民權西路O",3470165,2689873,6.05,6.96
"105年","中山國小",5753993,5790342,5.79,6.20
"105年","行天宮",9198722,9559055,6.46,5.34
"105年","松江南京O",9859368,10924825,3.64,3.90
"105年","忠孝新生O",2091773,2139630,2.25,2.60
"105年","東門",8769779,8956278,7.59,7.17
"105年","蘆洲",4370944,4034811,6.34,6.31
"105年","三民高中",4250236,4250212,2.70,3.14
"105年","徐匯中學",4169735,4297120,1.96,2.00
"105年","三和國中",4249445,3939411,4.89,2.20
"105年","三重國小",4125968,4118325,3.73,4.10
"105年","迴龍",3177172,3023868,6.95,6.52
"105年","丹鳳",3165220,2867787,7.13,8.17
"105年","大坪林Y",0,0,0,0
"105年","十四張",0,0,0,0
"105年","秀朗橋",0,0,0,0
"105年","景平",0,0,0,0
"105年","景安Y",0,0,0,0
"105年","中和",0,0,0,0
"105年","橋和",0,0,0,0
"105年","中原",0,0,0,0
"105年","板新",0,0,0,0
"105年","板橋Y",0,0,0,0
"105年","新埔民生",0,0,0,0
"105年","頭前庄Y",0,0,0,0
"105年","幸福",0,0,0,0
"105年","新北產業園區",0,0,0,0
"105年","一日票",72074,72074,73.55,73.55
"105年","團體票",441481,441481,-6.53,-6.53
"105年","其他",502298,502298,18.84,18.84
"106年","松山機場",2060990,1977051,-3.88,-3.09
"106年","中山國中",5209076,5112034,-2.15,-1.48
"106年","南京復興BR",4742859,4919578,-0.93,-1.25
"106年","忠孝復興BR",2130670,2517200,-3.11,-4.06
"106年","大安BR",5277203,5263664,3.12,2.39
"106年","科技大樓",5066917,4918159,-0.47,-1.07
"106年","六張犁",3958823,3857963,0.24,0.08
"106年","麟光",1528995,1416112,1.70,1.68
"106年","辛亥",1095792,1025301,0.50,1.28
"106年","萬芳醫院",4728631,4902519,-0.99,-1.11
"106年","萬芳社區",854013,703297,1.33,1.21
"106年","木柵",1456484,1471026,-0.44,1.14
"106年","動物園",2797509,2866749,-3.31,-3.41
"106年","大直",3243678,3285971,-0.90,-1.18
"106年","劍南路",4029931,4094280,-1.60,-1.61
"106年","西湖",5067523,5271882,1.12,0.54
"106年","港墘",4745328,4746324,2.25,2.19
"106年","文德",1894980,1829698,0.37,0.53
"106年","內湖",2912459,2842918,0.82,0.94
"106年","大湖公園",1205986,1170116,-2.70,-2.78
"106年","葫洲",2754505,2735503,-0.21,-0.25
"106年","東湖",2799173,2847467,-0.45,-0.28
"106年","南港軟體園區",1579081,1492308,9.04,8.86
"106年","南港展覽館BR",5417806,4089343,-1.73,0.06
"106年","小碧潭",838170,873187,2.01,1.74
"106年","新店",4530513,4049861,2.34,2.11
"106年","新店區公所",3774409,3978693,-2.55,-1.11
"106年","七張",5792604,5610476,1.51,2.09
"106年","大坪林",7248396,7070219,1.51,1.85
"106年","景美",5723960,5754050,-0.01,0.50
"106年","萬隆",3411324,3256522,0.66,1.98
"106年","公館",10868996,10675811,-0.25,0.16
"106年","台電大樓",6750458,6689990,-1.01,-2.29
"106年","古亭",11000664,10954867,-1.91,-2.10
"106年","中正紀念堂",10522926,10452661,-0.90,-1.34
"106年","小南門",3005973,3088767,6.41,4.93
"106年","頂溪",12601619,12884517,1.12,0.94
"106年","永安市場",9244756,9326635,0.38,0.20
"106年","景安",8774792,8533057,-0.66,-0.25
"106年","南勢角",7570062,7316478,0.82,0.15
"106年","台大醫院",7692790,8100523,-0.77,-1.52
"106年","台北車站BL",26359000,22835474,-3.49,-6.38
"106年","台北車站R",31197257,34595386,3.67,4.31
"106年","中山R",11549993,12211759,0.02,-0.16
"106年","雙連",7612696,8142393,0.91,0.93
"106年","民權西路R",5034899,5351543,-1.87,-1.03
"106年","圓山",9702925,9765391,-2.57,-2.54
"106年","劍潭",12938973,12484662,-2.74,-2.68
"106年","士林",10232965,10373050,-1.62,-1.66
"106年","芝山",8175224,8329561,-0.47,-0.07
"106年","明德",4343729,4166905,0.45,0.78
"106年","石牌",10364047,10737428,-0.06,-0.08
"106年","唭哩岸",2675944,2489168,0.39,0.45
"106年","奇岩",3248200,2786258,2.85,3.80
"106年","北投",5985806,6414648,0.09,-0.57
"106年","新北投",2463575,2330197,-12.96,-13.11
"106年","復興崗",1232930,1216061,0.89,1.98
"106年","忠義",943668,978962,2.12,0.97
"106年","關渡",4172300,4305523,-1.18,-0.93
"106年","竹圍",3291863,3382013,-2.32,-2.01
"106年","紅樹林",2464485,2340038,-2.08,-3.25
"106年","淡水",14140076,13774118,-3.03,-3.08
"106年","頂埔",2747269,2597436,9.33,10.07
"106年","永寧",4243901,4422545,4.37,4.30
"106年","土城",2501087,2436048,1.56,1.24
"106年","海山",7323191,7408978,1.83,2.28
"106年","亞東醫院",7380614,6671924,4.59,5.06
"106年","府中",10772513,9837292,4.04,-0.90
"106年","板橋",14468166,15490838,1.97,2.56
"106年","新埔",14060178,13463259,-3.23,0.32
"106年","江子翠",8830999,8989000,0.40,0.92
"106年","龍山寺",10798366,10282826,3.23,3.44
"106年","西門",26829931,27093911,2.50,1.91
"106年","善導寺",7252583,7588933,-0.07,0.16
"106年","忠孝新生BL",9453169,9210826,-5.52,-5.90
"106年","忠孝復興BL",15675584,15444163,-2.99,-3.22
"106年","忠孝敦化",13403925,14095572,-2.40,-3.11
"106年","國父紀念館",7563378,8190617,-0.36,-0.88
"106年","市政府",21880747,22331866,2.97,3.59
"106年","永春",6743881,6733162,-0.56,0.05
"106年","後山埤",5861072,5838907,-1.06,-1.58
"106年","昆陽",4661264,4880300,-2.51,-2.35
"106年","南港",5837721,5824972,16.49,20.42
"106年","南港展覽館BL",4687068,5363042,1.10,-2.28
"106年","象山",4031810,3672514,4.69,6.25
"106年","台北101/世貿",11471130,11703941,1.73,1.98
"106年","信義安和",5754242,6044929,3.25,2.88
"106年","大安R",2895345,3028644,4.83,7.11
"106年","大安森林公園",3167044,3091978,6.79,7.25
"106年","北門",3764133,3663557,38.31,32.12
"106年","中山G",2299573,2010242,6.59,7.05
"106年","松江南京G",1848004,1337830,4.34,6.83
"106年","南京復興G",7535444,8005136,8.50,9.46
"106年","台北小巨蛋",7785389,8135904,7.21,6.61
"106年","南京三民",7550268,7960026,6.62,6.90
"106年","松山",8354774,7975111,8.08,7.87
"106年","輔大",3696253,3942892,-2.13,-1.80
"106年","新莊",3719696,4029975,-1.75,-1.85
"106年","頭前庄",1731437,1549548,-3.58,-1.42
"106年","先嗇宮",1500791,1446112,5.97,7.26
"106年","三重",2074114,2086714,29.81,30.82
"106年","菜寮",3373339,3325929,1.50,3.69
"106年","台北橋",3365230,3456297,3.79,4.19
"106年","大橋頭",4780880,3946538,1.38,0.04
"106年","民權西路O",3434828,2684544,-1.02,-0.20
"106年","中山國小",5894129,5923877,2.44,2.31
"106年","行天宮",9350029,9710481,1.64,1.58
"106年","松江南京O",10031395,11102361,1.74,1.63
"106年","忠孝新生O",2142711,2189856,2.44,2.35
"106年","東門",8771719,8984542,0.02,0.32
"106年","蘆洲",4518285,4148350,3.37,2.81
"106年","三民高中",4308973,4354842,1.38,2.46
"106年","徐匯中學",4172205,4313766,0.06,0.39
"106年","三和國中",4267114,4053725,0.42,2.90
"106年","三重國小",4145322,4163893,0.47,1.11
"106年","迴龍",3355960,3159083,5.63,4.47
"106年","丹鳳",3189362,2916045,0.76,1.68
"106年","大坪林Y",0,0,0,0
"106年","十四張",0,0,0,0
"106年","秀朗橋",0,0,0,0
"106年","景平",0,0,0,0
"106年","景安Y",0,0,0,0
"106年","中和",0,0,0,0
"106年","橋和",0,0,0,0
"106年","中原",0,0,0,0
"106年","板新",0,0,0,0
"106年","板橋Y",0,0,0,0
"106年","新埔民生",0,0,0,0
"106年","頭前庄Y",0,0,0,0
"106年","幸福",0,0,0,0
"106年","新北產業園區",0,0,0,0
"106年","一日票",31568,31568,-56.20,-56.20
"106年","團體票",441908,441908,0.10,0.10
"106年","其他",294166,294166,-41.44,-41.44
"107年","松山機場",2075055,1991996,0.68,0.76
"107年","中山國中",5175220,5093383,-0.65,-0.36
"107年","南京復興BR",4827853,4990775,1.79,1.45
"107年","忠孝復興BR",2026566,2428719,-4.89,-3.52
"107年","大安BR",5472984,5417157,3.71,2.92
"107年","科技大樓",5141615,4992987,1.47,1.52
"107年","六張犁",4019714,3938038,1.54,2.08
"107年","麟光",1551505,1443539,1.47,1.94
"107年","辛亥",1120953,1043371,2.30,1.76
"107年","萬芳醫院",4778863,4975379,1.06,1.49
"107年","萬芳社區",892249,732347,4.48,4.13
"107年","木柵",1482783,1524222,1.81,3.62
"107年","動物園",2839959,2914752,1.52,1.67
"107年","大直",3330100,3355058,2.66,2.10
"107年","劍南路",4066376,4106967,0.90,0.31
"107年","西湖",5275934,5451569,4.11,3.41
"107年","港墘",5135874,5087487,8.23,7.19
"107年","文德",1928259,1866019,1.76,1.99
"107年","內湖",3159652,3100802,8.49,9.07
"107年","大湖公園",1233739,1201076,2.30,2.65
"107年","葫洲",2804689,2775529,1.82,1.46
"107年","東湖",2860206,2931054,2.18,2.94
"107年","南港軟體園區",1676622,1588439,6.18,6.44
"107年","南港展覽館BR",5604301,4205556,3.44,2.84
"107年","小碧潭",851174,886878,1.55,1.57
"107年","新店",4725986,4189326,4.31,3.44
"107年","新店區公所",3872068,4131056,2.59,3.83
"107年","七張",5904054,5751329,1.92,2.51
"107年","大坪林",7461658,7257003,2.94,2.64
"107年","景美",6007996,6052769,4.96,5.19
"107年","萬隆",3549999,3399499,4.07,4.39
"107年","公館",10839686,10619721,-0.27,-0.53
"107年","台電大樓",6708579,6652606,-0.62,-0.56
"107年","古亭",11394314,11352328,3.58,3.63
"107年","中正紀念堂",10582768,10451972,0.57,-0.01
"107年","小南門",3260110,3325773,8.45,7.67
"107年","頂溪",12776770,13164175,1.39,2.17
"107年","永安市場",9405078,9508694,1.73,1.95
"107年","景安",8993787,8731929,2.50,2.33
"107年","南勢角",7735191,7518974,2.18,2.77
"107年","台大醫院",7909270,8274792,2.81,2.15
"107年","台北車站BL",26396310,22811299,0.14,-0.11
"107年","台北車站R",31536469,34728534,1.09,0.38
"107年","中山R",11581527,12523995,0.27,2.56
"107年","雙連",7785594,8318697,2.27,2.17
"107年","民權西路R",5015894,5352155,-0.38,0.01
"107年","圓山",10099562,10134131,4.09,3.78
"107年","劍潭",12635293,12277878,-2.35,-1.66
"107年","士林",10514627,10574532,2.75,1.94
"107年","芝山",8395523,8512241,2.69,2.19
"107年","明德",4414154,4252516,1.62,2.05
"107年","石牌",10695851,11085850,3.20,3.24
"107年","唭哩岸",2734266,2556078,2.18,2.69
"107年","奇岩",3330714,2873253,2.54,3.12
"107年","北投",6153636,6581812,2.80,2.61
"107年","新北投",2358223,2236861,-4.28,-4.01
"107年","復興崗",1280115,1270759,3.83,4.50
"107年","忠義",1019193,1039593,8.00,6.19
"107年","關渡",4243541,4371539,1.71,1.53
"107年","竹圍",3320374,3445339,0.87,1.87
"107年","紅樹林",2639848,2537573,7.12,8.44
"107年","淡水",14375721,13925436,1.67,1.10
"107年","頂埔",2961368,2818238,7.79,8.50
"107年","永寧",4545957,4728610,7.12,6.92
"107年","土城",2591967,2536727,3.63,4.13
"107年","海山",7559052,7649109,3.22,3.24
"107年","亞東醫院",8120326,7390040,10.02,10.76
"107年","府中",11149543,10143065,3.50,3.11
"107年","板橋",15013049,16109234,3.77,3.99
"107年","新埔",14474676,13945775,2.95,3.58
"107年","江子翠",9010655,9227367,2.03,2.65
"107年","龍山寺",11282310,10786726,4.48,4.90
"107年","西門",27155469,27354512,1.21,0.96
"107年","善導寺",7504468,7813286,3.47,2.96
"107年","忠孝新生BL",9679479,9434881,2.39,2.43
"107年","忠孝復興BL",15731887,15404685,0.36,-0.26
"107年","忠孝敦化",13144484,13765776,-1.94,-2.34
"107年","國父紀念館",7783914,8428392,2.92,2.90
"107年","市政府",22173529,22701266,1.34,1.65
"107年","永春",6914137,6950169,2.52,3.22
"107年","後山埤",5929101,5899336,1.16,1.03
"107年","昆陽",4739258,4968377,1.67,1.80
"107年","南港",6257561,6315746,7.19,8.43
"107年","南港展覽館BL",4952257,5676365,5.66,5.84
"107年","象山",4479945,4122051,11.11,12.24
"107年","台北101/世貿",11560339,11762456,0.78,0.50
"107年","信義安和",6073132,6404967,5.54,5.96
"107年","大安R",3115640,3258052,7.61,7.57
"107年","大安森林公園",3269250,3185325,3.23,3.02
"107年","北門",4327789,4246138,14.97,15.90
"107年","中山G",2948047,2447394,28.20,21.75
"107年","松江南京G",1998365,1460102,8.14,9.14
"107年","南京復興G",8120459,8704931,7.76,8.74
"107年","台北小巨蛋",8021175,8369709,3.03,2.87
"107年","南京三民",7944307,8340472,5.22,4.78
"107年","松山",8792606,8392575,5.24,5.23
"107年","輔大",3888114,4113059,5.19,4.32
"107年","新莊",3762970,4069969,1.16,0.99
"107年","頭前庄",1788879,1624481,3.32,4.84
"107年","先嗇宮",1572376,1534764,4.77,6.13
"107年","三重",2247030,2267391,8.34,8.66
"107年","菜寮",3449004,3399210,2.24,2.20
"107年","台北橋",3442381,3538708,2.29,2.38
"107年","大橋頭",4920095,4089443,2.91,3.62
"107年","民權西路O",3483340,2783636,1.41,3.69
"107年","中山國小",6049043,6066397,2.63,2.41
"107年","行天宮",9640002,9992813,3.10,2.91
"107年","松江南京O",10179596,11252360,1.48,1.35
"107年","忠孝新生O",2242944,2310544,4.68,5.51
"107年","東門",8982454,9187463,2.40,2.26
"107年","蘆洲",4827068,4431264,6.83,6.82
"107年","三民高中",4322623,4370678,0.32,0.36
"107年","徐匯中學",4224150,4401302,1.25,2.03
"107年","三和國中",4373311,4162391,2.49,2.68
"107年","三重國小",4219785,4249206,1.80,2.05
"107年","迴龍",3556991,3339501,5.99,5.71
"107年","丹鳳",3320776,3042877,4.12,4.35
"107年","大坪林Y",0,0,0,0
"107年","十四張",0,0,0,0
"107年","秀朗橋",0,0,0,0
"107年","景平",0,0,0,0
"107年","景安Y",0,0,0,0
"107年","中和",0,0,0,0
"107年","橋和",0,0,0,0
"107年","中原",0,0,0,0
"107年","板新",0,0,0,0
"107年","板橋Y",0,0,0,0
"107年","新埔民生",0,0,0,0
"107年","頭前庄Y",0,0,0,0
"107年","幸福",0,0,0,0
"107年","新北產業園區",0,0,0,0
"107年","一日票",0,0,0,0
"107年","團體票",417880,417880,-5.44,-5.44
"107年","其他",247820,247820,-15.76,-15.76
"108年","松山機場",2134235,2044026,2.85,2.61
"108年","中山國中",5160937,5082422,-0.28,-0.22
"108年","南京復興BR",4930890,5085322,2.13,1.89
"108年","忠孝復興BR",2045650,2412453,0.94,-0.67
"108年","大安BR",5506382,5450194,0.61,0.61
"108年","科技大樓",5216306,5048206,1.45,1.11
"108年","六張犁",4096043,4009890,1.90,1.82
"108年","麟光",1624626,1518282,4.71,5.18
"108年","辛亥",1137795,1063193,1.50,1.90
"108年","萬芳醫院",4726784,4955870,-1.09,-0.39
"108年","萬芳社區",920476,744769,3.16,1.70
"108年","木柵",1505355,1561222,1.52,2.43
"108年","動物園",2976268,3045300,4.80,4.48
"108年","大直",3342608,3367772,0.38,0.38
"108年","劍南路",4370474,4437983,7.48,8.06
"108年","西湖",5337318,5497713,1.16,0.85
"108年","港墘",5357695,5287254,4.32,3.93
"108年","文德",1966180,1910951,1.97,2.41
"108年","內湖",3335302,3278281,5.56,5.72
"108年","大湖公園",1274941,1238799,3.34,3.14
"108年","葫洲",2928222,2900911,4.40,4.52
"108年","東湖",2953953,3027637,3.28,3.30
"108年","南港軟體園區",1808454,1727473,7.86,8.75
"108年","南港展覽館BR",5913923,4437086,5.52,5.51
"108年","小碧潭",1175566,1223764,38.11,37.99
"108年","新店",4924815,4334631,4.21,3.47
"108年","新店區公所",4028843,4328408,4.05,4.78
"108年","七張",6115163,5982851,3.58,4.03
"108年","大坪林",7573177,7385181,1.49,1.77
"108年","景美",6162698,6221183,2.57,2.78
"108年","萬隆",3687794,3541385,3.88,4.17
"108年","公館",10960768,10683673,1.12,0.60
"108年","台電大樓",6697772,6645947,-0.16,-0.10
"108年","古亭",11839165,11789483,3.90,3.85
"108年","中正紀念堂",10810764,10670179,2.15,2.09
"108年","小南門",3413429,3478480,4.70,4.59
"108年","頂溪",13048812,13481169,2.13,2.41
"108年","永安市場",9588769,9752318,1.95,2.56
"108年","景安",9161345,8940430,1.86,2.39
"108年","南勢角",7940668,7754299,2.66,3.13
"108年","台大醫院",8173487,8516877,3.34,2.93
"108年","台北車站BL",26383018,22834584,-0.05,0.10
"108年","台北車站R",32213290,35184207,2.15,1.31
"108年","中山R",12557498,13418573,8.43,7.14
"108年","雙連",8074391,8595742,3.71,3.33
"108年","民權西路R",5047217,5398594,0.62,0.87
"108年","圓山",10497855,10584636,3.94,4.45
"108年","劍潭",12529506,12112395,-0.84,-1.35
"108年","士林",10752431,10831768,2.26,2.43
"108年","芝山",8528563,8593000,1.58,0.95
"108年","明德",4472613,4325451,1.32,1.72
"108年","石牌",10851408,11240924,1.45,1.40
"108年","唭哩岸",2674797,2494589,-2.17,-2.41
"108年","奇岩",3320081,2856901,-0.32,-0.57
"108年","北投",6502146,6946372,5.66,5.54
"108年","新北投",2425455,2302274,2.85,2.92
"108年","復興崗",1313968,1306497,2.64,2.81
"108年","忠義",1111153,1136776,9.02,9.35
"108年","關渡",4323933,4409363,1.89,0.87
"108年","竹圍",3362609,3503817,1.27,1.70
"108年","紅樹林",3705644,4072011,40.37,60.47
"108年","淡水",14472026,13571505,0.67,-2.54
"108年","頂埔",3093174,2936342,4.45,4.19
"108年","永寧",4859647,5010919,6.90,5.97
"108年","土城",2676232,2631584,3.25,3.74
"108年","海山",7697457,7777414,1.83,1.68
"108年","亞東醫院",8795910,8043072,8.32,8.84
"108年","府中",11599492,10506112,4.04,3.58
"108年","板橋",15431724,16646188,2.79,3.33
"108年","新埔",14942869,14379777,3.23,3.11
"108年","江子翠",9095877,9346404,0.95,1.29
"108年","龍山寺",11703409,11242912,3.73,4.23
"108年","西門",28021574,28297655,3.19,3.45
"108年","善導寺",7802451,8093456,3.97,3.59
"108年","忠孝新生BL",9975312,9796328,3.06,3.83
"108年","忠孝復興BL",15508892,15207923,-1.42,-1.28
"108年","忠孝敦化",12768222,13307828,-2.86,-3.33
"108年","國父紀念館",8058457,8703301,3.53,3.26
"108年","市政府",22918425,23497857,3.36,3.51
"108年","永春",7084156,7098530,2.46,2.13
"108年","後山埤",6014623,5990333,1.44,1.54
"108年","昆陽",4783943,4996530,0.94,0.57
"108年","南港",6731368,6867475,7.57,8.74
"108年","南港展覽館BL",5142984,5926291,3.85,4.40
"108年","象山",4975425,4557783,11.06,10.57
"108年","台北101/世貿",12774960,13063997,10.51,11.07
"108年","信義安和",6358823,6717227,4.70,4.88
"108年","大安R",3352913,3445594,7.62,5.76
"108年","大安森林公園",3335696,3235227,2.03,1.57
"108年","北門",4910743,4860405,13.47,14.47
"108年","中山G",3128164,2757323,6.11,12.66
"108年","松江南京G",2174568,1574373,8.82,7.83
"108年","南京復興G",8458027,9089934,4.16,4.42
"108年","台北小巨蛋",8132062,8488097,1.38,1.41
"108年","南京三民",8203502,8573283,3.26,2.79
"108年","松山",9060748,8668814,3.05,3.29
"108年","輔大",3950474,4209450,1.60,2.34
"108年","新莊",3813387,4075882,1.34,0.15
"108年","頭前庄",1918325,1767259,7.24,8.79
"108年","先嗇宮",1594225,1560068,1.39,1.65
"108年","三重",2533464,2545414,12.75,12.26
"108年","菜寮",3569929,3529864,3.51,3.84
"108年","台北橋",3540614,3625554,2.85,2.45
