"統計期","捷運站別","進站人次","出站人次","進站人次增減率[%]","出站人次增減率[%]"
"95年","南勢角",5628549,5378270,3.03,2.66
"95年","台大醫院",7561962,7621135,2.69,2.76
"95年","台北車站BL",23892076,23487999,5.85,7.33
"95年","台北車站R",14931614,14503361,1.18,-1.70
"95年","中山R",10904046,11272251,1.90,1.40
"95年","雙連",6258996,6710301,6.93,6.07
"95年","民權西路R",9315443,9331859,1.70,2.11
"95年","圓山",7572607,7399490,7.68,6.66
"95年","劍潭",11283568,11196317,4.09,3.47
"95年","士林",7522543,7733137,3.72,2.69
"95年","芝山",4918111,4890360,-1.12,0.89
"95年","明德",3884906,3668857,1.02,2.10
"95年","石牌",7809460,8185762,2.34,2.19
"95年","唭哩岸",2121338,1928076,1.03,1.55
"95年","奇岩",2429256,1704006,3.45,5.07
"95年","北投",4933042,5501806,4.90,3.97
"95年","新北投",1210852,1053850,-2.60,-1.53
"95年","復興崗",946564,929216,7.48,7.91
"95年","忠義",873742,910227,0.26,0.24
"95年","關渡",3541330,3671197,3.65,3.76
"95年","竹圍",2773543,2770699,3.15,3.63
"95年","紅樹林",1934948,2000497,2.80,2.17
"95年","淡水",11458624,11298540,5.27,5.10
"95年","頂埔",0,0,0,0
"95年","永寧",1424814,1421314,0,0
"95年","土城",873393,880431,0,0
"95年","海山",2286344,2267541,0,0
"95年","亞東醫院",1751863,1657179,0,0
"95年","府中",3659985,3455988,0,0
"95年","板橋",2593658,2757067,0,0
"95年","新埔",14400443,13484112,-17.11,-15.55
"95年","江子翠",6154034,6082947,5.37,5.08
"95年","龍山寺",6799757,6675213,8.60,6.04
"95年","西門",15931820,16059586,4.80,4.58
"95年","善導寺",4863029,5212848,10.95,12.09
"95年","忠孝新生BL",5481886,5806555,2.48,2.43
"95年","忠孝復興BL",11321742,11329712,2.49,2.55
"95年","忠孝敦化",9222609,10221256,6.29,5.17
"95年","國父紀念館",5453283,5900697,7.03,6.91
"95年","市政府",13134812,13409392,17.57,16.57
"95年","永春",5312441,5201347,7.42,7.86
"95年","後山埤",4908653,4729364,11.09,12.28
"95年","昆陽",8934425,9056056,7.00,6.73
"95年","南港",0,0,0,0
"95年","南港展覽館BL",0,0,0,0
"95年","象山",0,0,0,0
"95年","台北101/世貿",0,0,0,0
"95年","信義安和",0,0,0,0
"95年","大安R",0,0,0,0
"95年","大安森林公園",0,0,0,0
"95年","北門",0,0,0,0
"95年","中山G",0,0,0,0
"95年","松江南京G",0,0,0,0
"95年","南京復興G",0,0,0,0
"95年","台北小巨蛋",0,0,0,0
"95年","南京三民",0,0,0,0
"95年","松山",0,0,0,0
"95年","輔大",0,0,0,0
"95年","新莊",0,0,0,0
"95年","頭前庄",0,0,0,0
"95年","先嗇宮",0,0,0,0
"95年","三重",0,0,0,0
"95年","菜寮",0,0,0,0
"95年","台北橋",0,0,0,0
"95年","大橋頭",0,0,0,0
"95年","民權西路O",0,0,0,0
"95年","中山國小",0,0,0,0
"95年","行天宮",0,0,0,0
"95年","松江南京O",0,0,0,0
"95年","忠孝新生O",0,0,0,0
"95年","東門",0,0,0,0
"95年","蘆洲",0,0,0,0
"95年","三民高中",0,0,0,0
"95年","徐匯中學",0,0,0,0
"95年","三和國中",0,0,0,0
"95年","三重國小",0,0,0,0
"95年","迴龍",0,0,0,0
"95年","丹鳳",0,0,0,0
"95年","大坪林Y",0,0,0,0
"95年","十四張",0,0,0,0
"95年","秀朗橋",0,0,0,0
"95年","景平",0,0,0,0
"95年","景安Y",0,0,0,0
"95年","中和",0,0,0,0
"95年","橋和",0,0,0,0
"95年","中原",0,0,0,0
"95年","板新",0,0,0,0
"95年","板橋Y",0,0,0,0
"95年","新埔民生",0,0,0,0
"95年","頭前庄Y",0,0,0,0
"95年","幸福",0,0,0,0
"95年","新北產業園區",0,0,0,0
"95年","一日票",992368,992368,-33.13,-33.13
"95年","團體票",0,0,0,0
"95年","其他",0,0,0,0
"96年","松山機場",0,0,0,0
"96年","中山國中",5439831,5072287,3.78,3.60
"96年","南京復興BR",6028350,6430741,3.56,3.42
"96年","忠孝復興BR",1601544,1643615,69.20,67.11
"96年","大安BR",3970254,4148730,2.06,3.29
"96年","科技大樓",3461089,3465238,4.64,5.71
"96年","六張犁",2997986,2967969,3.46,5.18
"96年","麟光",1112764,1064558,5.73,6.64
"96年","辛亥",877960,804239,1.89,3.10
"96年","萬芳醫院",3714055,3944275,2.86,2.86
"96年","萬芳社區",675267,555504,2.43,0.58
"96年","木柵",1247852,1330563,1.32,0.09
"96年","動物園",2298251,2323557,29.46,31.02
"96年","大直",0,0,0,0
"96年","劍南路",0,0,0,0
"96年","西湖",0,0,0,0
"96年","港墘",0,0,0,0
"96年","文德",0,0,0,0
"96年","內湖",0,0,0,0
"96年","大湖公園",0,0,0,0
"96年","葫洲",0,0,0,0
"96年","東湖",0,0,0,0
"96年","南港軟體園區",0,0,0,0
"96年","南港展覽館BR",0,0,0,0
"96年","小碧潭",636962,638164,1.90,1.56
"96年","新店",3208306,2976111,1.94,1.54
"96年","新店區公所",3140575,3121764,1.80,1.24
"96年","七張",4127606,3934300,1.01,0.74
"96年","大坪林",5512876,5245364,3.69,3.50
"96年","景美",4865161,4865791,0.63,0.33
"96年","萬隆",2371244,2250018,-0.43,-0.06
"96年","公館",9037589,9098211,3.77,3.05
"96年","台電大樓",4625553,4411603,5.29,5.38
"96年","古亭",8737291,8785856,3.83,4.18
"96年","中正紀念堂",7195849,7128416,1.02,2.37
"96年","小南門",1376398,1464214,7.90,9.66
"96年","頂溪",8778840,9173846,2.38,2.29
"96年","永安市場",6066329,5923578,4.84,4.80
"96年","景安",5600304,5539540,-0.11,-0.18
"96年","南勢角",5777123,5524762,2.64,2.72
"96年","台大醫院",7523055,7572912,-0.51,-0.63
"96年","台北車站BL",26190993,25260931,9.62,7.55
"96年","台北車站R",16379926,16030682,9.70,10.53
"96年","中山R",10978179,11367693,0.68,0.85
"96年","雙連",6638601,7150229,6.06,6.56
"96年","民權西路R",9654440,9666622,3.64,3.59
"96年","圓山",7872962,7746821,3.97,4.69
"96年","劍潭",11871632,11680795,5.21,4.33
"96年","士林",8140077,8338360,8.21,7.83
"96年","芝山",5047344,5050762,2.63,3.28
"96年","明德",3975311,3746722,2.33,2.12
"96年","石牌",8139400,8501772,4.22,3.86
"96年","唭哩岸",2128812,1943153,0.35,0.78
"96年","奇岩",2512568,1818187,3.43,6.70
"96年","北投",5074300,5614641,2.86,2.05
"96年","新北投",1347425,1207870,11.28,14.61
"96年","復興崗",992111,977338,4.81,5.18
"96年","忠義",894278,921286,2.35,1.21
"96年","關渡",3708656,3838716,4.72,4.56
"96年","竹圍",2944245,2962689,6.15,6.93
"96年","紅樹林",1954159,2021132,0.99,1.03
"96年","淡水",11817866,11628098,3.14,2.92
"96年","頂埔",0,0,0,0
"96年","永寧",3173755,3123147,122.75,119.74
"96年","土城",1649290,1636718,88.84,85.90
"96年","海山",4490048,4438326,96.39,95.73
"96年","亞東醫院",3609386,3274214,106.03,97.58
"96年","府中",7198211,6759947,96.67,95.60
"96年","板橋",6069755,6548151,134.02,137.50
"96年","新埔",12458741,12062160,-13.48,-10.55
"96年","江子翠",6548846,6469940,6.42,6.36
"96年","龍山寺",7356032,7134685,8.18,6.88
"96年","西門",17165333,17322074,7.74,7.86
"96年","善導寺",5268610,5632885,8.34,8.06
"96年","忠孝新生BL",6013703,6374109,9.70,9.77
"96年","忠孝復興BL",12879793,12802801,13.76,13.00
"96年","忠孝敦化",9802837,10864956,6.29,6.30
"96年","國父紀念館",5876575,6404510,7.76,8.54
"96年","市政府",14373183,14635948,9.43,9.15
"96年","永春",5680169,5558126,6.92,6.86
"96年","後山埤",5407795,5274725,10.17,11.53
"96年","昆陽",9645746,9739710,7.96,7.55
"96年","南港",0,0,0,0
"96年","南港展覽館BL",0,0,0,0
"96年","象山",0,0,0,0
"96年","台北101/世貿",0,0,0,0
"96年","信義安和",0,0,0,0
"96年","大安R",0,0,0,0
"96年","大安森林公園",0,0,0,0
"96年","北門",0,0,0,0
"96年","中山G",0,0,0,0
"96年","松江南京G",0,0,0,0
"96年","南京復興G",0,0,0,0
"96年","台北小巨蛋",0,0,0,0
"96年","南京三民",0,0,0,0
"96年","松山",0,0,0,0
"96年","輔大",0,0,0,0
"96年","新莊",0,0,0,0
"96年","頭前庄",0,0,0,0
"96年","先嗇宮",0,0,0,0
"96年","三重",0,0,0,0
"96年","菜寮",0,0,0,0
"96年","台北橋",0,0,0,0
"96年","大橋頭",0,0,0,0
"96年","民權西路O",0,0,0,0
"96年","中山國小",0,0,0,0
"96年","行天宮",0,0,0,0
"96年","松江南京O",0,0,0,0
"96年","忠孝新生O",0,0,0,0
"96年","東門",0,0,0,0
"96年","蘆洲",0,0,0,0
"96年","三民高中",0,0,0,0
"96年","徐匯中學",0,0,0,0
"96年","三和國中",0,0,0,0
"96年","三重國小",0,0,0,0
"96年","迴龍",0,0,0,0
"96年","丹鳳",0,0,0,0
"96年","大坪林Y",0,0,0,0
"96年","十四張",0,0,0,0
"96年","秀朗橋",0,0,0,0
"96年","景平",0,0,0,0
"96年","景安Y",0,0,0,0
"96年","中和",0,0,0,0
"96年","橋和",0,0,0,0
"96年","中原",0,0,0,0
"96年","板新",0,0,0,0
"96年","板橋Y",0,0,0,0
"96年","新埔民生",0,0,0,0
"96年","頭前庄Y",0,0,0,0
"96年","幸福",0,0,0,0
"96年","新北產業園區",0,0,0,0
"96年","一日票",1221355,1221355,23.07,23.07
"96年","團體票",0,0,0,0
"96年","其他",0,0,0,0
"97年","松山機場",0,0,0,0
"97年","中山國中",5758988,5317381,5.87,4.83
"97年","南京復興BR",6199317,6637825,2.84,3.22
"97年","忠孝復興BR",1626835,1754066,1.58,6.72
"97年","大安BR",4068006,4300074,2.46,3.65
"97年","科技大樓",3718642,3707128,7.44,6.98
"97年","六張犁",3072500,3047449,2.49,2.68
"97年","麟光",1153115,1108913,3.63,4.17
"97年","辛亥",888545,825319,1.21,2.62
"97年","萬芳醫院",3800801,4034910,2.34,2.30
"97年","萬芳社區",674767,556774,-0.07,0.23
"97年","木柵",1290667,1358861,3.43,2.13
"97年","動物園",2598145,2641906,13.05,13.70
"97年","大直",0,0,0,0
"97年","劍南路",0,0,0,0
"97年","西湖",0,0,0,0
"97年","港墘",0,0,0,0
"97年","文德",0,0,0,0
"97年","內湖",0,0,0,0
"97年","大湖公園",0,0,0,0
"97年","葫洲",0,0,0,0
"97年","東湖",0,0,0,0
"97年","南港軟體園區",0,0,0,0
"97年","南港展覽館BR",0,0,0,0
"97年","小碧潭",668146,678123,4.90,6.26
"97年","新店",3299720,3037975,2.85,2.08
"97年","新店區公所",3277787,3285841,4.37,5.26
"97年","七張",4493406,4305235,8.86,9.43
"97年","大坪林",5750367,5520295,4.31,5.24
"97年","景美",5080348,5060431,4.42,4.00
"97年","萬隆",2506780,2382089,5.72,5.87
"97年","公館",9872072,9828709,9.23,8.03
"97年","台電大樓",5206747,5001030,12.56,13.36
"97年","古亭",9427615,9460163,7.90,7.67
"97年","中正紀念堂",8036537,7990801,11.68,12.10
"97年","小南門",1494199,1623639,8.56,10.89
"97年","頂溪",9216464,9664279,4.98,5.35
"97年","永安市場",6528727,6386986,7.62,7.82
"97年","景安",6055895,5945689,8.14,7.33
"97年","南勢角",5976057,5710589,3.44,3.36
"97年","台大醫院",7961847,8014942,5.83,5.84
"97年","台北車站BL",28047541,26244622,7.09,3.89
"97年","台北車站R",19660695,20016818,20.03,24.87
"97年","中山R",10911535,11314857,-0.61,-0.46
"97年","雙連",7140311,7716132,7.56,7.91
"97年","民權西路R",10613165,10614711,9.93,9.81
"97年","圓山",8620522,8426033,9.50,8.77
"97年","劍潭",12546237,12439350,5.68,6.49
"97年","士林",8642182,8779737,6.17,5.29
"97年","芝山",5242434,5293243,3.87,4.80
"97年","明德",4194481,3967478,5.51,5.89
"97年","石牌",8691298,9103058,6.78,7.07
"97年","唭哩岸",2294652,2106629,7.79,8.41
"97年","奇岩",2581883,1953140,2.76,7.42
"97年","北投",5291275,5761189,4.28,2.61
"97年","新北投",1746843,1642119,29.64,35.95
"97年","復興崗",1088430,1080967,9.71,10.60
"97年","忠義",967499,984753,8.19,6.89
"97年","關渡",3980369,4143555,7.33,7.94
"97年","竹圍",3132714,3164740,6.40,6.82
"97年","紅樹林",2107721,2178924,7.86,7.81
"97年","淡水",12507900,12257624,5.84,5.41
"97年","頂埔",0,0,0,0
"97年","永寧",4006807,3940689,26.25,26.18
"97年","土城",1846624,1838428,11.96,12.32
"97年","海山",5258101,5170513,17.11,16.50
"97年","亞東醫院",4274952,3731634,18.44,13.97
"97年","府中",8373197,7882284,16.32,16.60
"97年","板橋",6982549,7566799,15.04,15.56
"97年","新埔",13412989,13088537,7.66,8.51
"97年","江子翠",7124764,7065261,8.79,9.20
"97年","龍山寺",8175159,7892283,11.14,10.62
"97年","西門",18485582,18622216,7.69,7.51
"97年","善導寺",5639067,6044754,7.03,7.31
"97年","忠孝新生BL",6753823,7116338,12.31,11.64
"97年","忠孝復興BL",13857518,13643477,7.59,6.57
"97年","忠孝敦化",10660687,11811068,8.75,8.71
"97年","國父紀念館",6481779,7112055,10.30,11.05
"97年","市政府",15767751,16058345,9.70,9.72
"97年","永春",5980052,5904345,5.28,6.23
"97年","後山埤",5872328,5752901,8.59,9.07
"97年","昆陽",10301490,10343662,6.80,6.20
"97年","南港",53766,59024,0,0
"97年","南港展覽館BL",0,0,0,0
"97年","象山",0,0,0,0
"97年","台北101/世貿",0,0,0,0
"97年","信義安和",0,0,0,0
"97年","大安R",0,0,0,0
"97年","大安森林公園",0,0,0,0
"97年","北門",0,0,0,0
"97年","中山G",0,0,0,0
"97年","松江南京G",0,0,0,0
"97年","南京復興G",0,0,0,0
"97年","台北小巨蛋",0,0,0,0
"97年","南京三民",0,0,0,0
"97年","松山",0,0,0,0
"97年","輔大",0,0,0,0
"97年","新莊",0,0,0,0
"97年","頭前庄",0,0,0,0
"97年","先嗇宮",0,0,0,0
"97年","三重",0,0,0,0
"97年","菜寮",0,0,0,0
"97年","台北橋",0,0,0,0
"97年","大橋頭",0,0,0,0
"97年","民權西路O",0,0,0,0
"97年","中山國小",0,0,0,0
"97年","行天宮",0,0,0,0
"97年","松江南京O",0,0,0,0
"97年","忠孝新生O",0,0,0,0
"97年","東門",0,0,0,0
"97年","蘆洲",0,0,0,0
"97年","三民高中",0,0,0,0
"97年","徐匯中學",0,0,0,0
"97年","三和國中",0,0,0,0
"97年","三重國小",0,0,0,0
"97年","迴龍",0,0,0,0
"97年","丹鳳",0,0,0,0
"97年","大坪林Y",0,0,0,0
"97年","十四張",0,0,0,0
"97年","秀朗橋",0,0,0,0
"97年","景平",0,0,0,0
"97年","景安Y",0,0,0,0
"97年","中和",0,0,0,0
"97年","橋和",0,0,0,0
"97年","中原",0,0,0,0
"97年","板新",0,0,0,0
"97年","板橋Y",0,0,0,0
"97年","新埔民生",0,0,0,0
"97年","頭前庄Y",0,0,0,0
"97年","幸福",0,0,0,0
"97年","新北產業園區",0,0,0,0
"97年","一日票",940646,940646,-22.98,-22.98
"97年","團體票",0,0,0,0
"97年","其他",0,0,0,0
"98年","松山機場",408794,367692,0,0
"98年","中山國中",5338221,4973033,-7.31,-6.48
"98年","南京復興BR",6175308,6691870,-0.39,0.81
"98年","忠孝復興BR",1808415,2036929,11.16,16.13
"98年","大安BR",4071150,4280218,0.08,-0.46
"98年","科技大樓",3831000,3820727,3.02,3.06
"98年","六張犁",3047761,3020789,-0.81,-0.87
"98年","麟光",1107389,1048898,-3.97,-5.41
"98年","辛亥",845903,783630,-4.80,-5.05
"98年","萬芳醫院",3755254,3960339,-1.20,-1.85
"98年","萬芳社區",633284,542552,-6.15,-2.55
"98年","木柵",1226860,1292869,-4.94,-4.86
"98年","動物園",2027558,2007516,-21.96,-24.01
"98年","大直",873369,889482,0,0
"98年","劍南路",1256958,1233004,0,0
"98年","西湖",999690,989915,0,0
"98年","港墘",1059583,1036845,0,0
"98年","文德",523378,498900,0,0
"98年","內湖",894584,927264,0,0
"98年","大湖公園",349815,354148,0,0
"98年","葫洲",684037,718198,0,0
"98年","東湖",538568,567773,0,0
"98年","南港軟體園區",69111,66682,0,0
"98年","南港展覽館BR",615178,563619,0,0
"98年","小碧潭",547719,585807,-18.02,-13.61
"98年","新店",3475315,3205952,5.32,5.53
"98年","新店區公所",3246241,3301342,-0.96,0.47
"98年","七張",4534153,4323052,0.91,0.41
"98年","大坪林",5693119,5514921,-1.00,-0.10
"98年","景美",5062382,5015766,-0.35,-0.88
"98年","萬隆",2513812,2389282,0.28,0.30
"98年","公館",9941024,9918302,0.70,0.91
"98年","台電大樓",5397254,5216785,3.66,4.31
"98年","古亭",9519561,9557114,0.98,1.02
"98年","中正紀念堂",7840653,7834379,-2.44,-1.96
"98年","小南門",1477112,1605347,-1.14,-1.13
"98年","頂溪",8999050,9373357,-2.36,-3.01
"98年","永安市場",6517457,6381619,-0.17,-0.08
"98年","景安",6269127,6168647,3.52,3.75
"98年","南勢角",5841517,5532806,-2.25,-3.11
"98年","台大醫院",7855226,7971035,-1.34,-0.55
"98年","台北車站BL",28202934,25943656,0.55,-1.15
"98年","台北車站R",20675857,21478153,5.16,7.30
"98年","中山R",10722174,11159562,-1.74,-1.37
"98年","雙連",7191708,7827432,0.72,1.44
"98年","民權西路R",10559796,10563702,-0.50,-0.48
"98年","圓山",8129506,7736291,-5.70,-8.19
"98年","劍潭",12577630,12384482,0.25,-0.44
"98年","士林",8775201,8866832,1.54,0.99
"98年","芝山",6045176,6171168,15.31,16.59
"98年","明德",4247980,4011331,1.28,1.11
"98年","石牌",8775244,9174184,0.97,0.78
"98年","唭哩岸",2283494,2095926,-0.49,-0.51
"98年","奇岩",2503079,1942729,-3.05,-0.53
"98年","北投",5346374,5757718,1.04,-0.06
"98年","新北投",1819616,1703798,4.17,3.76
"98年","復興崗",1092186,1084651,0.35,0.34
"98年","忠義",995194,1011689,2.86,2.74
"98年","關渡",3778673,3947821,-5.07,-4.72
"98年","竹圍",3226291,3257361,2.99,2.93
"98年","紅樹林",2174884,2250033,3.19,3.26
"98年","淡水",12408905,12157363,-0.79,-0.82
"98年","頂埔",0,0,0,0
"98年","永寧",4299263,4206503,7.30,6.75
"98年","土城",1917165,1918854,3.82,4.37
"98年","海山",5497817,5417897,4.56,4.78
"98年","亞東醫院",4413028,3792122,3.23,1.62
"98年","府中",8716520,8315935,4.10,5.50
"98年","板橋",7661998,8255834,9.73,9.11
"98年","新埔",13738534,13303874,2.43,1.65
"98年","江子翠",7197438,7130003,1.02,0.92
"98年","龍山寺",8352711,7998335,2.17,1.34
"98年","西門",18798173,18973533,1.69,1.89
"98年","善導寺",5682583,6174028,0.77,2.14
"98年","忠孝新生BL",6988012,7353411,3.47,3.33
"98年","忠孝復興BL",14358671,14048168,3.62,2.97
"98年","忠孝敦化",10707538,11959792,0.44,1.26
"98年","國父紀念館",6529738,7138822,0.74,0.38
"98年","市政府",15925866,16319518,1.00,1.63
"98年","永春",5956049,5873031,-0.40,-0.53
"98年","後山埤",5937617,5829428,1.11,1.33
"98年","昆陽",7439136,7944291,-27.79,-23.20
"98年","南港",3010760,2484743,5499.75,4109.72
"98年","南港展覽館BL",0,0,0,0
"98年","象山",0,0,0,0
"98年","台北101/世貿",0,0,0,0
"98年","信義安和",0,0,0,0
"98年","大安R",0,0,0,0
"98年","大安森林公園",0,0,0,0
"98年","北門",0,0,0,0
"98年","中山G",0,0,0,0
"98年","松江南京G",0,0,0,0
"98年","南京復興G",0,0,0,0
"98年","台北小巨蛋",0,0,0,0
"98年","南京三民",0,0,0,0
"98年","松山",0,0,0,0
"98年","輔大",0,0,0,0
"98年","新莊",0,0,0,0
"98年","頭前庄",0,0,0,0
"98年","先嗇宮",0,0,0,0
"98年","三重",0,0,0,0
"98年","菜寮",0,0,0,0
"98年","台北橋",0,0,0,0
"98年","大橋頭",0,0,0,0
"98年","民權西路O",0,0,0,0
"98年","中山國小",0,0,0,0
"98年","行天宮",0,0,0,0
"98年","松江南京O",0,0,0,0
"98年","忠孝新生O",0,0,0,0
"98年","東門",0,0,0,0
"98年","蘆洲",0,0,0,0
"98年","三民高中",0,0,0,0
"98年","徐匯中學",0,0,0,0
"98年","三和國中",0,0,0,0
"98年","三重國小",0,0,0,0
"98年","迴龍",0,0,0,0
"98年","丹鳳",0,0,0,0
"98年","大坪林Y",0,0,0,0
"98年","十四張",0,0,0,0
"98年","秀朗橋",0,0,0,0
"98年","景平",0,0,0,0
"98年","景安Y",0,0,0,0
"98年","中和",0,0,0,0
"98年","橋和",0,0,0,0
"98年","中原",0,0,0,0
"98年","板新",0,0,0,0
"98年","板橋Y",0,0,0,0
"98年","新埔民生",0,0,0,0
"98年","頭前庄Y",0,0,0,0
"98年","幸福",0,0,0,0
"98年","新北產業園區",0,0,0,0
"98年","一日票",3420,3420,-99.64,-99.64
"98年","團體票",459620,459620,0,0
"98年","其他",476902,476902,0,0
"99年","松山機場",1106998,1021635,170.80,177.85
"99年","中山國中",5553606,5256239,4.03,5.69
"99年","南京復興BR",6762067,7385805,9.50,10.37
"99年","忠孝復興BR",2257854,2638537,24.85,29.54
"99年","大安BR",4578492,4842272,12.46,13.13
"99年","科技大樓",4455802,4418876,16.31,15.66
"99年","六張犁",3526158,3475582,15.70,15.06
"99年","麟光",1242000,1167439,12.16,11.30
"99年","辛亥",970397,911268,14.72,16.29
"99年","萬芳醫院",4184634,4367419,11.43,10.28
"99年","萬芳社區",711627,602093,12.37,10.97
"99年","木柵",1350208,1389203,10.05,7.45
"99年","動物園",2366725,2370468,16.73,18.08
"99年","大直",2126957,2159390,143.53,142.77
"99年","劍南路",2878540,2841949,129.01,130.49
"99年","西湖",2611081,2660294,161.19,168.74
"99年","港墘",2731036,2708846,157.75,161.26
"99年","文德",1273281,1210931,143.28,142.72
"99年","內湖",2152581,2203545,140.62,137.64
"99年","大湖公園",731920,730673,109.23,106.32
"99年","葫洲",1613673,1662463,135.90,131.48
"99年","東湖",1330609,1355615,147.06,138.76
"99年","南港軟體園區",189316,186585,173.93,179.81
"99年","南港展覽館BR",1732453,1529813,181.62,171.43
"99年","小碧潭",689987,704818,25.97,20.32
"99年","新店",3631261,3345793,4.49,4.36
"99年","新店區公所",3314586,3421798,2.11,3.65
"99年","七張",4637711,4413790,2.28,2.10
"99年","大坪林",5917790,5753882,3.95,4.33
"99年","景美",5126790,5054241,1.27,0.77
"99年","萬隆",2589610,2470981,3.02,3.42
"99年","公館",10062367,10001388,1.22,0.84
"99年","台電大樓",5979739,5823018,10.79,11.62
"99年","古亭",9798849,9849715,2.93,3.06
"99年","中正紀念堂",8156783,8152265,4.03,4.06
"99年","小南門",1502152,1638271,1.70,2.05
"99年","頂溪",9159689,9538105,1.79,1.76
"99年","永安市場",6765513,6678471,3.81,4.65
"99年","景安",6761164,6584309,7.85,6.74
"99年","南勢角",5859220,5570440,0.30,0.68
"99年","台大醫院",8084496,8240172,2.92,3.38
"99年","台北車站BL",28556617,26063049,1.25,0.46
"99年","台北車站R",24931994,26037070,20.59,21.23
"99年","中山R",10831173,11303538,1.02,1.29
"99年","雙連",7327512,7986471,1.89,2.03
"99年","民權西路R",10451548,10645394,-1.03,0.77
"99年","圓山",8219794,7562013,1.11,-2.25
"99年","劍潭",12831571,12763158,2.02,3.06
"99年","士林",8978606,9021963,2.32,1.75
"99年","芝山",6260864,6409877,3.57,3.87
"99年","明德",4267925,4040092,0.47,0.72
"99年","石牌",8953002,9331381,2.03,1.71
"99年","唭哩岸",2339432,2144363,2.45,2.31
"99年","奇岩",2568899,2019471,2.63,3.95
"99年","北投",5436102,5832356,1.68,1.30
"99年","新北投",1945417,1830171,6.91,7.42
"99年","復興崗",1135784,1121904,3.99,3.43
"99年","忠義",1026282,1032019,3.12,2.01
"99年","關渡",3814665,3961245,0.95,0.34
"99年","竹圍",3305776,3325405,2.46,2.09
"99年","紅樹林",2354414,2405942,8.25,6.93
"99年","淡水",12634296,12335597,1.82,1.47
"99年","頂埔",0,0,0,0
"99年","永寧",4924584,4798345,14.54,14.07
"99年","土城",2025168,2020227,5.63,5.28
"99年","海山",5890190,5815301,7.14,7.34
"99年","亞東醫院",4680523,3968220,6.06,4.64
"99年","府中",8996315,8652698,3.21,4.05
"99年","板橋",9055920,9664886,18.19,17.07
"99年","新埔",14497537,13928126,5.52,4.69
"99年","江子翠",7607126,7556600,5.69,5.98
"99年","龍山寺",8916385,8557027,6.75,6.99
"99年","西門",19917071,20145129,5.95,6.17
"99年","善導寺",5987946,6469802,5.37,4.79
"99年","忠孝新生BL",7401938,7722741,5.92,5.02
"99年","忠孝復興BL",14994738,14504881,4.43,3.25
"99年","忠孝敦化",11315442,12664400,5.68,5.89
"99年","國父紀念館",6919026,7618188,5.96,6.71
"99年","市政府",17801117,18208523,11.77,11.58
"99年","永春",6286194,6195764,5.54,5.50
"99年","後山埤",6225969,6134728,4.86,5.24
"99年","昆陽",6752302,7317060,-9.23,-7.90
"99年","南港",3997435,3382144,32.77,36.12
"99年","南港展覽館BL",0,0,0,0
"99年","象山",0,0,0,0
"99年","台北101/世貿",0,0,0,0
"99年","信義安和",0,0,0,0
"99年","大安R",0,0,0,0
"99年","大安森林公園",0,0,0,0
"99年","北門",0,0,0,0
"99年","中山G",0,0,0,0
"99年","松江南京G",0,0,0,0
"99年","南京復興G",0,0,0,0
"99年","台北小巨蛋",0,0,0,0
"99年","南京三民",0,0,0,0
"99年","松山",0,0,0,0
"99年","輔大",0,0,0,0
"99年","新莊",0,0,0,0
"99年","頭前庄",0,0,0,0
"99年","先嗇宮",0,0,0,0
"99年","三重",0,0,0,0
"99年","菜寮",0,0,0,0
"99年","台北橋",0,0,0,0
"99年","大橋頭",385604,363634,0,0
"99年","民權西路O",350523,188842,0,0
"99年","中山國小",388298,421627,0,0
"99年","行天宮",733417,786016,0,0
"99年","松江南京O",674050,683347,0,0
"99年","忠孝新生O",201188,198972,0,0
"99年","東門",0,0,0,0
"99年","蘆洲",656871,702963,0,0
"99年","三民高中",643791,651629,0,0
"99年","徐匯中學",542809,552916,0,0
"99年","三和國中",535044,521198,0,0
"99年","三重國小",575516,620622,0,0
"99年","迴龍",0,0,0,0
"99年","丹鳳",0,0,0,0
"99年","大坪林Y",0,0,0,0
"99年","十四張",0,0,0,0
"99年","秀朗橋",0,0,0,0
"99年","景平",0,0,0,0
"99年","景安Y",0,0,0,0
"99年","中和",0,0,0,0
"99年","橋和",0,0,0,0
"99年","中原",0,0,0,0
"99年","板新",0,0,0,0
"99年","板橋Y",0,0,0,0
"99年","新埔民生",0,0,0,0
"99年","頭前庄Y",0,0,0,0
"99年","幸福",0,0,0,0
"99年","新北產業園區",0,0,0,0
"99年","一日票",1148,1148,-66.43,-66.43
"99年","團體票",480777,480777,4.60,4.60
"99年","其他",373357,373357,-21.71,-21.71
"100年","松山機場",1553658,1490635,40.35,45.91
"100年","中山國中",5495671,5227422,-1.04,-0.55
"100年","南京復興BR",7219520,7900188,6.76,6.96
"100年","忠孝復興BR",2372833,2802386,5.09,6.21
"100年","大安BR",4959890,5199829,8.33,7.38
"100年","科技大樓",4889851,4805834,9.74,8.76
"100年","六張犁",3818547,3794990,8.29,9.19
"100年","麟光",1339726,1249422,7.87,7.02
"100年","辛亥",1049782,986162,8.18,8.22
"100年","萬芳醫院",4489978,4687819,7.30,7.34
"100年","萬芳社區",755041,629179,6.10,4.50
"100年","木柵",1435632,1445785,6.33,4.07
"100年","動物園",2659947,2695325,12.39,13.70
"100年","大直",2505057,2530034,17.78,17.16
"100年","劍南路",3550999,3521751,23.36,23.92
"100年","西湖",3345406,3433946,28.12,29.08
